"table_name","variable","n_rows","n_missing","n_non_missing","pct_missing","any_values","n_distinct_non_missing","non_numeric_count","all_numeric_like","decimal_count","any_negative","boolean_like","has_sentinel_values","max_char_length","likely_id"
"cisir_blood_crosstab","ffp_41",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_41",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_41",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_41",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_41",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_42",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_42",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_42",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_42",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_42",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_43",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_43",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_43",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_43",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_43",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_44",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_44",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_44",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_44",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_44",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_45",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_45",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_45",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_45",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_45",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_46",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_46",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_46",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_46",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_46",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_47",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_47",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_47",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_47",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_47",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_48",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_48",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_48",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_48",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_48",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_complications","cisir_id",50,0,50,0,TRUE,10,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_complications","mrn",50,0,50,0,TRUE,10,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_complications","account_number",50,0,50,0,TRUE,10,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_complications","trauma_no",50,6,44,12,TRUE,7,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_complications","admit_date",50,0,50,0,TRUE,9,50,FALSE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_complications","category",50,0,50,0,TRUE,11,50,FALSE,0,FALSE,FALSE,FALSE,27,FALSE
"cisir_complications","icd9",50,24,26,48,TRUE,10,0,TRUE,26,FALSE,FALSE,FALSE,6,FALSE
"cisir_complications","complication",50,0,50,0,TRUE,18,50,FALSE,0,FALSE,FALSE,FALSE,61,FALSE
"cisir_complications","complication_date",50,0,50,0,TRUE,21,50,FALSE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_complications","complication_day",50,0,50,0,TRUE,14,0,TRUE,0,FALSE,FALSE,FALSE,2,FALSE
"cisir_di_aisiss_final","cisir_id",50,0,50,0,TRUE,5,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_di_aisiss_final","record_id",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_di_aisiss_final","mrn",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_di_aisiss_final","trauma_no",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_di_aisiss_final","account_number",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_di_aisiss_final","predot",50,0,50,0,TRUE,19,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_di_aisiss_final","ais_severity",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_di_aisiss_final","ais_code",50,0,50,0,TRUE,19,0,TRUE,50,FALSE,FALSE,FALSE,8,FALSE
"cisir_di_aisiss_final","iss_bodyregion",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_di_aisiss_final","injury_description",50,0,50,0,TRUE,24,50,FALSE,0,FALSE,FALSE,FALSE,80,FALSE
"cisir_di_aisiss_final","icd_10_codes",50,0,50,0,TRUE,22,50,FALSE,50,FALSE,FALSE,FALSE,8,FALSE
"cisir_dx","trauma_no",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_dx","mrn",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_dx","cisir_id",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_dx","account_number",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_dx","dx_code_type",50,0,50,0,TRUE,2,50,FALSE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_dx","dx_code",50,0,50,0,TRUE,25,48,FALSE,50,FALSE,FALSE,FALSE,7,FALSE
"cisir_dx","dx_description",50,0,50,0,TRUE,25,50,FALSE,2,FALSE,FALSE,FALSE,99,FALSE
"cisir_dx","dx_category",50,0,50,0,TRUE,17,50,FALSE,0,FALSE,FALSE,FALSE,125,FALSE
"cisir_dx","present_on_admission",50,10,40,20,TRUE,2,40,FALSE,0,FALSE,FALSE,FALSE,25,FALSE
"cisir_dx","primary_dx_(y/n)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_encounter","cisir_id",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_encounter","account_number",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_encounter","trauma_no",50,6,44,12,TRUE,22,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_encounter","mrn",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_encounter","admit_date",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_encounter","admit_unit_id",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_encounter","admit_unit",50,0,50,0,TRUE,5,50,FALSE,0,FALSE,FALSE,FALSE,30,FALSE
"cisir_encounter","admit_type_id",50,12,38,24,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_encounter","admit_type_name",50,12,38,24,TRUE,2,38,FALSE,0,FALSE,FALSE,FALSE,15,FALSE
"cisir_encounter","last_name",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,17,FALSE
"cisir_encounter","first_name",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,8,FALSE
"cisir_encounter","middle_name",50,18,32,36,TRUE,15,32,FALSE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_encounter","birth_date",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_encounter","gender_id",50,0,50,0,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_encounter","gender",50,0,50,0,TRUE,2,50,FALSE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_encounter","ethnicity_id",50,0,50,0,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,3,FALSE
"cisir_encounter","ethinicity",50,0,50,0,TRUE,2,50,FALSE,0,FALSE,FALSE,FALSE,22,FALSE
"cisir_encounter","language_id",50,0,50,0,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,2,FALSE
"cisir_encounter","language",50,0,50,0,TRUE,2,50,FALSE,0,FALSE,FALSE,FALSE,7,FALSE
"cisir_encounter","race_id",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_encounter","race",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,25,FALSE
"cisir_encounter","height_(cm)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_encounter","weight_(kg)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_encounter","state",50,0,50,0,TRUE,2,50,FALSE,0,FALSE,FALSE,FALSE,2,FALSE
"cisir_encounter","country",50,0,50,0,TRUE,1,50,FALSE,0,FALSE,FALSE,FALSE,24,FALSE
"cisir_encounter","revenue_location_id",50,0,50,0,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,2,FALSE
"cisir_encounter","revenue_location",50,0,50,0,TRUE,1,50,FALSE,0,FALSE,FALSE,FALSE,37,FALSE
"cisir_encounter","marital_status_id",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_encounter","marital_status",50,0,50,0,TRUE,3,50,FALSE,0,FALSE,FALSE,FALSE,8,FALSE
"cisir_encounter","discharge_date",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_encounter","discharge_disposition_id",50,0,50,0,TRUE,9,0,TRUE,0,FALSE,FALSE,FALSE,3,FALSE
"cisir_encounter","discharge_disposition",50,0,50,0,TRUE,9,50,FALSE,0,FALSE,FALSE,FALSE,51,FALSE
"cisir_encounter","discharge_destination",50,36,14,72,TRUE,6,14,FALSE,0,FALSE,FALSE,FALSE,24,FALSE
"cisir_encounter","means_of_arrival",50,2,48,4,TRUE,11,48,FALSE,0,FALSE,FALSE,FALSE,30,FALSE
"cisir_encounter","discharge_unit_id",50,0,50,0,TRUE,9,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_encounter","discharge_unit",50,0,50,0,TRUE,9,50,FALSE,0,FALSE,FALSE,FALSE,29,FALSE
"cisir_encounter","unit_flag",50,0,50,0,TRUE,1,50,FALSE,0,FALSE,FALSE,FALSE,4,FALSE
"cisir_labs_wth_grp","account_number",50,0,50,0,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_labs_wth_grp","trauma_no",50,0,50,0,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_labs_wth_grp","mrn",50,0,50,0,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_labs_wth_grp","lab_test",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,15,FALSE
"cisir_labs_wth_grp","order_date",50,0,50,0,TRUE,1,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_labs_wth_grp","admit_to_order(in_minutes)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_labs_wth_grp","result_time",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_labs_wth_grp","order_to_result(in_minutes)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_labs_wth_grp","order_value",50,0,50,0,TRUE,25,0,TRUE,30,FALSE,FALSE,FALSE,4,FALSE
"cisir_labs_wth_grp","lnc_code",50,14,36,28,TRUE,18,36,FALSE,0,FALSE,FALSE,FALSE,7,FALSE
"cisir_labs_wth_grp","lab_component_name",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_labs_wth_grp","cisir_id",50,0,50,0,TRUE,1,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_labs_wth_grp","order_name",50,0,50,0,TRUE,5,50,FALSE,0,FALSE,FALSE,FALSE,29,FALSE
"cisir_labs_wth_grp","order_id",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_labs_wth_grp","lab_group",50,0,50,0,TRUE,3,50,FALSE,0,FALSE,FALSE,FALSE,11,FALSE
"cisir_meds_wth_grp","cisir_id",50,0,50,0,TRUE,5,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_meds_wth_grp","trauma_no",50,2,48,4,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_meds_wth_grp","account_number",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_meds_wth_grp","mrn",50,0,50,0,TRUE,5,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_meds_wth_grp","medication",50,0,50,0,TRUE,14,50,FALSE,4,FALSE,FALSE,FALSE,58,FALSE
"cisir_meds_wth_grp","order_date",50,0,50,0,TRUE,6,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_meds_wth_grp","admit_to_order(in_minutes)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_meds_wth_grp","time_taken",50,20,30,40,TRUE,15,30,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_meds_wth_grp","admit_to_admin(in_minutes)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_meds_wth_grp","admin_action",50,20,30,40,TRUE,1,30,FALSE,0,FALSE,FALSE,FALSE,5,FALSE
"cisir_meds_wth_grp","dosage",50,20,30,40,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,4,FALSE
"cisir_meds_wth_grp","unit_of_dose",50,20,30,40,TRUE,1,30,FALSE,0,FALSE,FALSE,FALSE,2,FALSE
"cisir_meds_wth_grp","ndc_code",50,4,46,8,TRUE,10,46,FALSE,0,FALSE,FALSE,FALSE,12,FALSE
"cisir_meds_wth_grp","pharmacy_class",50,2,48,4,TRUE,9,48,FALSE,0,FALSE,FALSE,FALSE,43,FALSE
"cisir_meds_wth_grp","pharmacy_subclass",50,2,48,4,TRUE,9,48,FALSE,2,FALSE,FALSE,FALSE,46,FALSE
"cisir_meds_wth_grp","therapeutic_class",50,2,48,4,TRUE,5,48,FALSE,0,FALSE,FALSE,FALSE,28,FALSE
"cisir_meds_wth_grp","med_group",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,34,FALSE
"cisir_or_time","cisir_id",50,0,50,0,TRUE,24,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_or_time","mrn",50,0,50,0,TRUE,24,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_or_time","account_number",50,0,50,0,TRUE,24,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_or_time","trauma_no",50,22,28,44,TRUE,13,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_or_time","admit_date",50,0,50,0,TRUE,24,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_or_time","surgery_id",50,0,50,0,TRUE,25,48,FALSE,0,FALSE,FALSE,FALSE,19,FALSE
"cisir_or_time","surgery_date",50,0,50,0,TRUE,23,50,FALSE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_or_time","cpt_procedure_code",50,0,50,0,TRUE,15,2,FALSE,0,FALSE,FALSE,FALSE,5,FALSE
"cisir_or_time","procedure_name",50,0,50,0,TRUE,15,50,FALSE,0,FALSE,FALSE,FALSE,51,FALSE
"cisir_or_time","procedure_provider",50,0,50,0,TRUE,19,50,FALSE,8,FALSE,FALSE,FALSE,29,FALSE
"cisir_or_time","wheel_in_time",50,4,46,8,TRUE,23,46,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_or_time","surgery_start_time",50,10,40,20,TRUE,20,40,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_or_time","surgery_stop_time",50,20,30,40,TRUE,15,30,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_or_time","exit_time",50,4,46,8,TRUE,23,46,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_or_time","time_to_wheel_in_(min)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_or_time","time_to_surgery_start_(min)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_or_time","time_to_surgery_stop_(min)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_or_time","time_to_or_exit_(min)",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_preexisting_conditions","cisir_id",50,0,50,0,TRUE,17,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_preexisting_conditions","mrn",50,0,50,0,TRUE,17,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_preexisting_conditions","account_number",50,0,50,0,TRUE,17,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_preexisting_conditions","trauma_no",50,0,50,0,TRUE,17,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_preexisting_conditions","admit_date",50,0,50,0,TRUE,17,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_preexisting_conditions","icd9preexcondid",50,0,50,0,TRUE,17,0,TRUE,0,FALSE,FALSE,FALSE,3,FALSE
"cisir_preexisting_conditions","icd10",50,14,36,28,TRUE,12,36,FALSE,32,FALSE,FALSE,FALSE,7,FALSE
"cisir_preexisting_conditions","category",50,0,50,0,TRUE,9,50,FALSE,0,FALSE,FALSE,FALSE,22,FALSE
"cisir_preexisting_conditions","description",50,0,50,0,TRUE,17,50,FALSE,0,FALSE,FALSE,FALSE,39,FALSE
"cisir_proc","account_number",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_proc","trauma_no",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_proc","mrn",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_proc","order_date",50,0,50,0,TRUE,15,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_proc","procedure_description",50,0,50,0,TRUE,13,50,FALSE,0,FALSE,FALSE,FALSE,42,FALSE
"cisir_proc","procedure_code",50,0,50,0,TRUE,7,50,FALSE,0,FALSE,FALSE,FALSE,11,FALSE
"cisir_proc","cisir_id",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_px","trauma_no",50,26,24,52,TRUE,12,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_px","mrn",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_px","cisir_id",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_px","account_number",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_px","procedure_code_type",50,0,50,0,TRUE,1,50,FALSE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_px","procedure_code",50,0,50,0,TRUE,24,50,FALSE,0,FALSE,FALSE,FALSE,7,FALSE
"cisir_px","procedure_description",50,0,50,0,TRUE,24,50,FALSE,0,FALSE,FALSE,FALSE,60,FALSE
"cisir_px","procedure_provider",50,0,50,0,TRUE,22,50,FALSE,12,FALSE,FALSE,FALSE,31,FALSE
"cisir_px","procedure_date",50,0,50,0,TRUE,21,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_trauma_score","cisir_id",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_trauma_score","mrn",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,10,FALSE
"cisir_trauma_score","account_number",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_trauma_score","trauma_no",50,0,50,0,TRUE,25,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_trauma_score","iss",50,0,50,0,TRUE,9,0,TRUE,0,FALSE,FALSE,FALSE,2,FALSE
"cisir_trauma_score","head_max_ais",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","face_max_ais",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","neck_max_ais",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","thorax_max_ais",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","abdomen_max_ais",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","spine_max_ais",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","upper_extremities_max_ais",50,0,50,0,TRUE,2,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_trauma_score","lower_extremities_max_ais",50,0,50,0,TRUE,3,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","other_max_ais",50,0,50,0,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_trauma_score","max_ais",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_trauma_score","triss",50,0,50,0,TRUE,17,0,TRUE,48,FALSE,FALSE,FALSE,5,FALSE
"cisir_trauma_score","rts_scene",50,0,50,0,TRUE,5,0,TRUE,46,FALSE,FALSE,FALSE,6,FALSE
"cisir_trauma_score","rts_admit",50,0,50,0,TRUE,7,0,TRUE,50,FALSE,FALSE,FALSE,6,FALSE
"cisir_trauma_score","body_region_and_max_ais",50,0,50,0,TRUE,18,50,FALSE,0,FALSE,FALSE,FALSE,35,FALSE
"cisir_vitals_minmax","cisir_id",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,38,FALSE
"cisir_vitals_minmax","trauma_no",50,12,38,24,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,6,FALSE
"cisir_vitals_minmax","account_number",50,0,50,0,TRUE,4,0,TRUE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_vitals_minmax","admit_date",50,0,50,0,TRUE,4,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_vitals_minmax","interval_start_time",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_vitals_minmax","interval_end_time",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_vitals_minmax","max_systolic_b_p_value",50,0,50,0,TRUE,19,0,TRUE,0,FALSE,FALSE,FALSE,3,FALSE
"cisir_vitals_minmax","max_systolic_b_p_location",50,28,22,56,TRUE,2,22,FALSE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_vitals_minmax","max_systolic_b_p_record_method",50,28,22,56,TRUE,1,22,FALSE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_vitals_minmax","max_systolic_b_p_record_time",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
"cisir_vitals_minmax","b_p_reading_at_max_systolic_record_time",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,7,FALSE
"cisir_vitals_minmax","max_diastolic_b_p_value",50,0,50,0,TRUE,20,0,TRUE,0,FALSE,FALSE,FALSE,3,FALSE
"cisir_vitals_minmax","max_diastolic_b_p_location",50,30,20,60,TRUE,2,20,FALSE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_vitals_minmax","max_diastolic_b_p_record_method",50,30,20,60,TRUE,1,20,FALSE,0,FALSE,FALSE,FALSE,9,FALSE
"cisir_vitals_minmax","max_diastolic_b_p_record_time",50,0,50,0,TRUE,25,50,FALSE,0,FALSE,FALSE,FALSE,20,FALSE
